Label,sentence
"고객원인>부주의, ID/PW 분실 등",비번 변경 요청 직접 설정 가능 안내했으나 이미 안내받아 처리했으나 그래도 자꾸 비번 변경 안 된 건지 다른 사람이 결제를 하여 요금이 많이 발생되었다 함 방문해서 정확히 변경된 건지 확인까지 요청일 오전 시사이 방문 요청 코로나 이 상무
단말>리모컨작동불가>택배발송,리모컨 작동 불외부 신고채널 위 버튼 안됨 건전지 교체함 셋탑재 부팅 제시택배등록함 리모컨
단말>STB(작동)이상,오후 수시로 작동 이상 재부팅 반복됨 아드님 접수함
실시간 채널>화질 이상,코로나 이 상무재확인필 최대한 빠른 방문 부탁드립니다 화질이상스카이라이프 쓰신다고 얘기하셨다가 인터넷으로 보는 티비라고 하심 올레티비아닐 시 점검 어려운 점 안 내드림인
실시간 채널>수신 불량,수신불층임의 가능하면 김민기 엔지니어로 방문 요청인 입
AS접수/변경>장비리셋 후 재사용 요청,일리셋 접수 티비수 신불
실시간 채널>수신 불량,한 대 안됨교체 필요하다심
단말>리모컨작동불가>택배발송,리모컨 일부 버튼시 시작동 불택배 발송 요청하여 등록함 올레 어플 문자 발송함
실시간 채널>수신 불량,임의수신 불신 없음 오류뜸 외부 재부팅 안내
AS접수/변경>임대단말 분실/파손,리모컨 분실 배송 등록
AS접수/변경>장비리셋 후 재사용 요청,리셋 수신불
실시간 채널>수신 불량,연 후방 코로나 이 상무 권유 실패 시청 불
장애안내>케이블(전송로) 장애,수신 불공사 장애로 확인되어서 안내 후 수긍공사 완료되는 대로 연락갈 수 있도록 하겠다고 안내함정상 코로나 안내 유료화 안내 ㄴ 고객님 연락처
AS접수/변경>장비리셋 후 재사용 요청,일리셋 수신불 업데이트 오류뜸리셋
단말>리모컨작동불가>현장출동,코로나 이 상무재확인 필리모컨 고장으로 교체 요청
양방향서비스>양방향서비스 사용불가,이선희 서비스센터 접수 요청건 사용 불외부 신고
실시간 채널>수신 불량,리셋 접수 건 계속 발생되는 게 아니라 하루에 번씩 간헐적으로 발생되어 바로 확인 어렵다 함 연락 후 방문 요청일 리셋 접수 시청 중에 가꺼진다고 함 다시켜면 시청됨대동일함리셋
실시간 채널>수신 불량,고양대리접수 요청 건수신불
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신 불로 딩중으로 만나옴
AS접수/변경>장비리셋 후 재사용 요청,장비리셋 후 재사용 안내
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신 불신 없음
단말>리모컨작동불가>현장출동,코로나 이 상 무리모컨 작동지연한 번에 작동 안됨 여러 번 눌러야 됨재부팅해도 동일셋탑 문제인 지리모컨 문제인지 확인 요리모컨 문제인 경우 교체 요청하심
실시간 채널>수신 불량,코로나무 연결 확인 나온 다함임의회선 접수
실시간 채널>수신 불량,코로나 이 상무재확인 필수신불리모컨 같이 점검 요청
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신불
고객원인>증설/구내선 정리요청,빠른 방문 요청 코로나 이 상무재확인 필임의 회선인 티선재 연결 요청 정상
실시간 채널>수신 불량,수신불
실시간 채널>수신 불량,수신 불코로나 이 상무
단말>STB(작동)이상,셋탑재 부팅 현상 반복 접수 보류접수 안내 거부기존 재약정 상담했던 상담사 연락 요청
"고객원인>부주의, ID/PW 분실 등",용수평세입자 입주 후 티비연결 요청
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수대수신불
단말>리모컨작동불가>현장출동,리모컨 수시대금 청구 바람대수신불신 없음리모컨 부시고 버렸다 하심 거듭 방문 요청장비재부팅 안내연 후방
"고객원인>부주의, ID/PW 분실 등",교체로 셋탑재 연결 요청
실시간 채널>수신 불량,시시수신불교체 요청 연락 후 방문
실시간 채널>수신 불량,수신불세입자
실시간 채널>수신 불량,코로나 이 상무재확인 필티비시청 불정상 강서 직원 대리접수
단말>리모컨작동불가>택배발송,권유 실패 리모컨 안됨 매장 방문 거부 택배 접수
실시간 채널>네트워크 오류,수신 불인터넷 오류리셋코로나무 미리 연락 요 링크 정상
실시간 채널>수신 불량,빠른 방문 요청함 독촉심함 수신 불주소 확인 전화 안 받으면 문자 보내달라고 요청함
단말>STB(부팅) 이상>부팅중 오류메시지 발생,코로나 이 상무시청 불프로그램 업데이트라고만 확인됨 재부팅 정상연번
실시간 채널>수신 불량,코로나 이 상무시청 안 됨 위성오류연연 후 빠른 점검요
실시간 채널>네트워크 오류,수신 불장 비리셋했으나 동일하다 심코로나 안내 모뎀 확인 불가
단말>STB(작동)이상,코로나 이 상무재확인 필티대 셋탑 전원 자동으로 됨 정상
실시간 채널>수신 불량,임의 시청 불리모컨도 작동 안됨교체 요청리셋코로나 이 상무재확인필 정상
고객원인>증설/구내선 정리요청,위치 변동 없음선 연결 요청 코로나 이 상무재확인필
실시간 채널>네트워크 오류,일시티 비수신불인터넷 연결오류라고 뜬 다심셋탑재 부팅 후 동일코로나 이 상무
실시간 채널>화질 이상,코로나 이 상무재확인필 화질이 상 시청 중 꺼졌다 켜졌다 함기가 지니 점검 요청인 입
실시간 채널>수신 불량,수신 불신 미약 정상
단말>리모컨작동불가>M&S내방안내,안내리모컨이 오래돼 서 버튼 접촉이 안 좋아서 교체 원함 안내 리모컨
단말>STB(작동)이상,넷플릭스 실행 안됨셋탑리셋 후 정상
실시간 채널>수신 불량,코로나 이 상무재확인 필티 수신 불잦은 고장으로 불만
단말>STB(작동)이상,월일 시작동이상 올인원 정상코로나 이 상무교체 요청 고객센터 대리신고
단말>리모컨작동불가>현장출동,리모컨 작동 불교체 요청 정상
원인불명>조치 전 자연 회복,수신 불상담 중 자연회복업 성공
실시간 채널>수신 불량,수신 불연 후방
VOD/컨텐츠>메뉴 실행 불가,넷플릭스 메뉴 실행 불가 신 진단 정상
고객원인>증설/구내선 정리요청,빠른 방문 요청 코로나 이 상무재확인 필임의 회선인 티선재 연결 요청 정상
AS접수/변경>임대단말 분실/파손,리모컨 파손 택배 접수 및 리모컨 비용 안내 확인 후 재전준다고 함 처리 무종 결 일반 문의 서비스 번문의 내용 테레비리모콘이 던져가지고 고장이 나가는데 그거 새로 하면 안 될까요 그렇다 해도 해야 되지 당장 테레비를 안 하안나오니까요먼저 온 것 같은데 똑같이 생겼더라고 리모콘이 떤지인가 하고 할아버지 있는 방에 있는 거하고 똑같애서 켜버릴 거니까 오히려 할아버지 방에 거도 생긴 건가 더 도 안 켜지더라고요
실시간 채널>수신 불량,수신불임의 정상
단말>리모컨작동불가>택배발송,기술 리콜기가 지니리모콘의 편성표 버튼 작동 불버튼 눌러도 리모콘 자체 센서 안켜지고 작동도 안됨 건전지 교체 후 시 시작동 불작동안 될 때는 똑같이 리모콘 자체 센서 안 켜짐 리모콘 교체 안내택배 배송으로 에배송 등록함 리모컨
"고객원인>부주의, ID/PW 분실 등",선재연결 위치 이동 없음
실시간 채널>수신 불량,수신 불 외부 신고 방문 전 연락요시 방문 요청
실시간 채널>수신 불량,취소 있음 우선 방문 요청 독촉 심코로 나 이 상무시청불
실시간 채널>네트워크 오류,수신 불네트워크 오류올인 홈 비정상끊김인
실시간 채널>수신 불량,채팅코로나 이 상무수시 시청 불선 접촉 불량인 거 같다심
단말>리모컨작동불가>현장출동,리모컨 건전지 어제 교체했는데 배터리 부족 메세지가 계속 나오면서 작동이 잘 안 됨
실시간 채널>수신 불량,임의 접수 독촉 시청불
단말>리모컨작동불가>현장출동,리모컨 채널이 동안 됨재부팅 페어링 설정 안됨연 후방
실시간 채널>화질 이상,채널 전환 시 화질 깨짐 대 안됨 대리모컨 고 장 변경 요청
실시간 채널>네트워크 오류,거실 티비시청 불인터넷 오류리셋 후 동일
VOD/컨텐츠>메뉴 실행 불가,코로나 이 상무재확인필넷플릭스 시청 불인 입 연락 후 방문 요청
단말>STB(부팅) 이상>부팅중 오류메시지 발생,코로나 이 상무 권유 실패로 딩 중 시청 불셋 탑리셋 안내네오스망 구성도 정상
단말>STB(작동)이상,넷플릭스에 의한 출동 시청불넷플릭스 실행 불올레티비 정상 정상
단말>리모컨작동불가>택배발송,리모컨 전원 버튼 작동 불비 정상 건전지 교체해보셨다 함 본인 택배 배송 등록 리모컨
단말>STB(부팅) 이상>부팅중 오류메시지 발생,수신 불서비스가 시작 중 연락 후 방문
실시간 채널>수신 불량,대중한 대추가만 관리자 번 입력하라는 메세지나오면서 시청 불리셋해도 동일
단말>STB(작동)이상,셋탑이상 전원 계속 꺼짐
실시간 채널>수신 불량,임의수신 불점검 요청
"고객원인>부주의, ID/PW 분실 등",코로나 이 상무재확인 필동임의 연결 요청 새로 입주
실시간 채널>수신 불량,고객 요청 시 각시분 이후 방문 요청 지상파 외수신불재 송출 외부 신고귀가 시 전 원리셋 안내
"고객원인>부주의, ID/PW 분실 등",기술 리콜넷플릭스 이런 기능 이용하는 검정 리모컨이 안 됨 일반이라 제조사 리모컨 안내리모컨은 이상 없음리모컨이 안됨 제조사 문의 안내 추가 가입 권유 실패
실시간 채널>수신 불량,코로나 이 상무재확인필 시청 불외부 신고로 정확한 확인 불무조건 방문점검 요청으로 고장 접수함인 입
"고객원인>부주의, ID/PW 분실 등",시청 불새로 연결하신 다함
실시간 채널>화질 이상,일전입 개통 후티비시청 중 끊김 현상 거실 쪽 언급 먼저 개통한쪽 재부팅해도 동일 연 후방일 오후시
단말>리모컨작동불가>현장출동,리모컨 작동 불가 방문 점검 요청
"고객원인>부주의, ID/PW 분실 등",임의 일시 이사왔는데 티비안 됨수신카드 오류 빠른 점검요
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신불
단말>STB(부팅) 이상>부팅중 오류메시지 발생,시청 불 최대한 빠른 방문 요코로나 이 상무재확인필 초기화 중임의회 선진 단 어려움 안내 셋탑리셋안내시 거절
단말>리모컨작동불가>현장출동,리모컨 작동 불가 방문 점검 요청
실시간 채널>화질 이상,임 의회 선 끊김 셋탑 노후됨열 받으면 화면 까맣게 안 나왔다 나왔다 함연 후방
실시간 채널>수신 불량,일시 미리 연락필수신불재부팅 안내정상
VOD/컨텐츠>메뉴 실행 불가,차리셋 접수 건재부팅해도 동일 연락 후 리셋 접수 실시간 정상 안 됨
실시간 채널>수신 불량,권유 실패 연화면 불모뎀에 빨간불 들어온다고 하시나 명칭 확인 안됨 코로나 이 상무망 구성도 모뎀 비정상
실시간 채널>화질 이상,화면 깨짐
AS접수/변경>장비리셋 후 재사용 요청,월일리셋 접수 티수신불 정상
단말>리모컨작동불가>현장출동,코로나 이 상무재확인 필리모컨 고장 대리인인 입전원은 되나 채널 기능이 이용이 안 된다고 함셋탑 점검 및 리모컨 교체 희망신 정상 비정상
단말>STB(작동)이상,셋탑 전원안 들어 옴 방문 독촉연 후방
AS접수/변경>장비리셋 후 재사용 요청,기술교체 후 리모컨 통합설정문의
실시간 채널>수신 불량,코로나 이 상무재확인 필티비수 신불비 정상
단말>리모컨작동불가>택배발송,리모콘 특정 버튼 잘 안눌림택배 발송 등록
"고객원인>부주의, ID/PW 분실 등",원룸 입주 재연결 원함연락후
단말>리모컨작동불가>현장출동,리모컨 채널 버튼 시 시작동불교체 요청연 후방
실시간 채널>수신 불량,수신불시에 방문 요청 정상코로나 이 상무재확인필
단말>리모컨작동불가>현장출동,리모컨 버튼 작동 안됨 방문했던 안태훈 엔지니어 말고 다른 분으로 점검 요청회선 구분 어려워 임의 접수함 연후방
실시간 채널>수신 불량,대리접수 수신되었다가 안 되는 증상 반복됨 시험 안됨 코로나 안내유료화 안내
실시간 채널>음성 이상,티비소리 찢어져서 들린다며 방문해서 점검 요청 사업장 독촉 빠른 방문 요청
